Station_ID,State,Latitude,Longitude,Connector_Count,Station_Type
ST002179,Delhi,28.72717,77.225485,4,Standard
ST002180,Delhi,28.670811,77.086423,2,Standard
ST002181,Delhi,28.816599,77.146704,2,Standard
ST002182,Delhi,28.713095,76.998207,4,Standard
ST002183,Delhi,28.723486,77.234387,2,Standard
ST002184,Delhi,28.781508,77.145122,2,Standard
ST002185,Delhi,28.723204,77.13406,2,Standard
ST002186,Delhi,28.726937,77.176393,4,Standard
ST002187,Delhi,28.779585,77.127631,2,Standard
ST002188,Delhi,28.607703,77.095396,2,Standard
ST002189,Delhi,28.579767,77.215229,6,Hub
ST002190,Delhi,28.765925,77.182543,2,Standard
ST002191,Delhi,28.717263,77.107908,2,Standard
ST002192,Delhi,28.602871,77.051827,2,Standard
ST002193,Delhi,28.784485,77.025123,2,Standard
ST002194,Delhi,28.71353,77.100066,2,Standard
ST002195,Delhi,28.711294,77.107591,6,Hub
ST002196,Delhi,28.74692,77.201925,2,Standard
ST002197,Delhi,28.698538,77.095276,2,Standard
ST002198,Delhi,28.862921,77.046413,2,Standard
ST002199,Delhi,28.699643,77.11728,2,Standard
ST002200,Delhi,28.716347,77.12474,2,Standard
ST002201,Delhi,28.778222,77.175041,2,Standard
ST002202,Delhi,28.705969,77.174104,2,Standard
ST002203,Delhi,28.840665,77.093482,4,Standard
ST002204,Delhi,28.731159,77.093516,2,Standard
ST002205,Delhi,28.62221,77.177354,2,Standard
ST002206,Delhi,28.704842,77.102888,2,Standard
ST002207,Delhi,28.642567,76.989846,4,Standard
ST002208,Delhi,28.621157,77.154562,6,Hub
ST002209,Delhi,28.699961,77.104932,2,Standard
ST002210,Delhi,28.686,77.132942,2,Standard
ST002211,Delhi,28.860007,77.213431,2,Standard
ST002212,Delhi,28.585857,77.017316,2,Standard
ST002213,Delhi,28.672708,77.174591,4,Standard
ST002214,Delhi,28.705692,77.121828,2,Standard
ST002215,Delhi,28.77289,77.246407,2,Standard
ST002216,Delhi,28.656005,77.004255,2,Standard
ST002217,Delhi,28.521868,77.131257,2,Standard
ST002218,Delhi,28.754461,77.127264,2,Standard
ST002219,Delhi,28.61217,77.229135,2,Standard
ST002220,Delhi,28.752181,77.100237,2,Standard
ST002221,Delhi,28.821055,76.984522,2,Standard
ST002222,Delhi,28.716764,77.181356,2,Standard
ST002223,Delhi,28.539128,77.207671,2,Standard
ST002224,Delhi,28.771341,77.247499,2,Standard
ST002225,Delhi,28.63033,77.228694,2,Standard
ST002226,Delhi,28.602732,77.158218,6,Hub
ST002227,Delhi,28.783884,76.962851,4,Standard
ST002228,Delhi,28.712065,77.093627,2,Standard
ST002229,Delhi,28.69413,77.076338,2,Standard
ST002230,Delhi,28.609375,77.157864,2,Standard
ST002231,Delhi,28.618986,77.162128,2,Standard
ST002232,Delhi,28.731137,77.10191,2,Standard
ST002233,Delhi,28.668346,77.031829,2,Standard
ST002234,Delhi,28.725391,77.12605,2,Standard
ST002235,Delhi,28.87116,77.047374,4,Standard
ST002236,Delhi,28.869532,76.993149,4,Standard
ST002237,Delhi,28.722507,77.171164,2,Standard
ST002238,Delhi,28.65707,77.017938,2,Standard
ST002239,Delhi,28.641742,77.137608,2,Standard
ST002240,Delhi,28.608395,77.038525,2,Standard
ST002241,Delhi,28.753922,77.18262,4,Standard
ST002242,Delhi,28.59642,77.064897,4,Standard
ST002243,Delhi,28.740922,77.246315,2,Standard
ST002244,Delhi,28.774179,77.113689,2,Standard
ST002245,Delhi,28.725381,76.991747,2,Standard
ST002246,Delhi,28.69436,77.241149,6,Hub
ST002247,Delhi,28.558915,77.037066,2,Standard
ST002248,Delhi,28.692636,76.981018,2,Standard
ST002249,Delhi,28.677537,77.104477,2,Standard
ST002250,Delhi,28.698136,77.186107,2,Standard
ST002251,Delhi,28.620715,77.042477,4,Standard
ST002252,Delhi,28.703793,77.103756,2,Standard
ST002253,Delhi,28.646991,77.10385,2,Standard
ST002254,Delhi,28.703638,77.097733,2,Standard
ST002255,Delhi,28.541923,77.006826,4,Standard
ST002256,Delhi,28.747237,77.186389,4,Standard
ST002257,Delhi,28.809153,77.170493,4,Standard
ST002258,Delhi,28.626699,77.077065,2,Standard
ST002259,Delhi,28.5264,77.078488,4,Standard
ST002260,Delhi,28.705594,77.106758,2,Standard
ST002261,Delhi,28.7786,77.014339,2,Standard
ST002262,Delhi,28.796405,77.02678,2,Standard
ST002263,Delhi,28.735816,77.022632,2,Standard
ST002264,Delhi,28.703939,76.919892,2,Standard
ST002265,Delhi,28.671592,77.08667,4,Standard
ST002266,Delhi,28.699419,77.141952,2,Standard
ST002267,Delhi,28.70531,77.163771,2,Standard
ST002268,Delhi,28.593488,77.062572,2,Standard
ST002269,Delhi,28.59391,77.157343,2,Standard
ST002270,Delhi,28.719401,77.11111,2,Standard
ST002271,Delhi,28.75297,77.193867,2,Standard
ST002272,Delhi,28.716808,77.157713,4,Standard
ST002273,Delhi,28.57255,77.197682,2,Standard
ST002274,Delhi,28.833483,77.113798,4,Standard
ST002275,Delhi,28.626163,76.963073,4,Standard
ST002276,Delhi,28.707773,77.100848,2,Standard
ST002277,Delhi,28.804838,77.248321,2,Standard
ST002278,Delhi,28.594996,77.131598,2,Standard
ST002279,Delhi,28.633522,76.986466,2,Standard
ST002280,Delhi,28.885431,77.019582,4,Standard
ST002281,Delhi,28.693392,77.046063,4,Standard
ST002282,Delhi,28.711266,77.09575,2,Standard
ST002283,Delhi,28.725385,77.280711,8,Hub
ST002284,Delhi,28.702384,77.146597,2,Standard
ST002285,Delhi,28.815176,77.233592,4,Standard
ST002286,Delhi,28.569121,77.102451,2,Standard
ST002287,Delhi,28.714507,77.25375,4,Standard
ST002288,Delhi,28.708028,77.040104,2,Standard
ST002289,Delhi,28.668594,77.124819,2,Standard
ST002290,Delhi,28.831823,77.083553,2,Standard
ST002291,Delhi,28.759717,77.078243,2,Standard
ST002292,Delhi,28.734587,76.952393,2,Standard
ST002293,Delhi,28.634877,76.922204,4,Standard
ST002294,Delhi,28.683589,77.11871,2,Standard
ST002295,Delhi,28.635207,76.973933,2,Standard
ST002296,Delhi,28.667252,77.083707,4,Standard
ST002297,Delhi,28.641687,77.100752,4,Standard
ST002298,Delhi,28.588227,77.159296,2,Standard
ST002299,Delhi,28.702704,77.056076,4,Standard
ST002300,Delhi,28.659515,77.132667,2,Standard
ST002301,Delhi,28.753795,77.251087,2,Standard
ST002302,Delhi,28.766432,77.062531,2,Standard
ST002303,Delhi,28.705542,76.923107,2,Standard
ST002304,Delhi,28.724864,77.072406,2,Standard
ST002305,Delhi,28.776612,77.08207,2,Standard
ST002306,Delhi,28.69746,77.113074,2,Standard
ST002307,Delhi,28.682379,77.104392,4,Standard
ST002308,Delhi,28.704682,77.165886,2,Standard
ST002309,Delhi,28.767355,76.939227,6,Hub
ST002310,Delhi,28.648505,77.264992,2,Standard
ST002311,Delhi,28.799517,76.982987,6,Hub
ST002312,Delhi,28.787554,77.212487,2,Standard
ST002313,Delhi,28.832545,77.056279,4,Standard
ST002314,Delhi,28.65498,77.189738,2,Standard
ST002315,Delhi,28.641882,77.02153,2,Standard
ST002316,Delhi,28.74961,77.145211,2,Standard
ST002317,Delhi,28.759799,76.939469,2,Standard
ST002318,Delhi,28.827987,77.247185,2,Standard
ST002319,Delhi,28.641146,77.219047,2,Standard
ST002320,Delhi,28.705962,76.940121,2,Standard
ST002321,Delhi,28.763083,77.081578,2,Standard
ST002322,Delhi,28.720697,77.08205,2,Standard
ST002323,Delhi,28.662736,76.959986,2,Standard
ST002324,Delhi,28.681963,77.057152,2,Standard
ST002325,Delhi,28.727685,77.078328,2,Standard
ST002326,Delhi,28.839522,77.149947,2,Standard
ST002327,Delhi,28.536293,77.128564,4,Standard
ST002328,Delhi,28.67908,77.12501,2,Standard
ST002329,Delhi,28.760838,77.008516,4,Standard
ST002330,Delhi,28.757814,77.23619,2,Standard
ST002331,Delhi,28.583532,77.094067,4,Standard
ST002332,Delhi,28.543335,77.142812,2,Standard
ST002333,Delhi,28.772108,76.977984,2,Standard
ST002334,Delhi,28.836405,77.205662,2,Standard
ST002335,Delhi,28.63772,76.979914,4,Standard
ST002336,Delhi,28.589486,77.235875,2,Standard
ST002337,Delhi,28.700629,77.080251,2,Standard
ST002338,Delhi,28.555762,77.19957,2,Standard
ST002339,Delhi,28.88799,77.158689,2,Standard
ST002340,Delhi,28.649734,76.988527,2,Standard
ST002341,Delhi,28.69769,77.151844,2,Standard
ST002342,Delhi,28.759845,77.081259,2,Standard
ST002343,Delhi,28.716646,77.024883,6,Hub
ST002344,Delhi,28.705474,77.104145,6,Hub
ST002345,Delhi,28.516441,77.048928,2,Standard
ST002346,Delhi,28.65548,77.154841,2,Standard
ST002347,Delhi,28.646075,77.188939,2,Standard
ST002348,Delhi,28.540206,77.1666,2,Standard
ST002349,Delhi,28.60261,77.098978,2,Standard
ST002350,Delhi,28.830927,77.252653,2,Standard
ST002351,Delhi,28.704102,77.117173,6,Hub
ST002352,Delhi,28.642297,77.000722,4,Standard
ST002353,Delhi,28.631381,77.145416,2,Standard
ST002354,Delhi,28.712654,77.064304,2,Standard
ST002355,Delhi,28.759531,76.985187,4,Standard
ST002356,Delhi,28.624113,77.14715,4,Standard
ST002357,Delhi,28.697819,77.252792,2,Standard
ST002358,Delhi,28.640139,77.097315,2,Standard
ST002359,Delhi,28.540132,76.989479,2,Standard
ST002360,Delhi,28.534986,77.175352,2,Standard
ST002361,Delhi,28.697946,77.111553,2,Standard
ST002362,Delhi,28.727845,77.182802,4,Standard
ST002363,Delhi,28.704109,77.102545,2,Standard
ST002364,Delhi,28.849373,77.016587,2,Standard
ST002365,Delhi,28.702475,77.068976,2,Standard
ST002366,Delhi,28.713935,77.111778,2,Standard
ST002367,Delhi,28.673922,76.919206,4,Standard
ST002368,Delhi,28.682506,77.112573,2,Standard
ST002369,Delhi,28.634545,77.097073,8,Hub
ST002370,Delhi,28.616327,77.190466,2,Standard
ST002371,Delhi,28.69978,77.080805,2,Standard
ST002372,Delhi,28.898015,77.146601,2,Standard
ST002373,Delhi,28.705266,77.113203,2,Standard
ST002374,Delhi,28.706974,77.109742,2,Standard
ST002375,Delhi,28.579292,77.20338,4,Standard
ST002376,Delhi,28.655914,77.177133,2,Standard
ST002377,Delhi,28.658228,77.011645,2,Standard
ST002378,Delhi,28.815714,76.97005,2,Standard
ST002379,Delhi,28.859408,77.112184,2,Standard
ST002380,Delhi,28.51232,77.150799,2,Standard
ST002381,Delhi,28.507815,77.123257,6,Hub
ST002382,Delhi,28.705527,77.0528,4,Standard
ST002383,Delhi,28.511419,77.055094,6,Hub
ST002384,Delhi,28.716279,77.087305,2,Standard
ST002385,Delhi,28.68539,77.035965,2,Standard
ST002386,Delhi,28.784719,77.106039,2,Standard
ST002387,Delhi,28.719764,77.265523,4,Standard
ST002388,Delhi,28.617774,77.243708,2,Standard
ST002389,Delhi,28.765663,77.102731,2,Standard
ST002390,Delhi,28.706692,77.149142,2,Standard
ST002391,Delhi,28.738142,77.118048,2,Standard
ST002392,Delhi,28.649341,77.082572,2,Standard
ST002393,Delhi,28.638653,77.139888,2,Standard
ST002394,Delhi,28.832854,76.975201,2,Standard
ST002395,Delhi,28.638133,77.105421,8,Hub
ST002396,Delhi,28.853435,77.221067,2,Standard
ST002397,Delhi,28.759418,77.124493,2,Standard
ST002398,Delhi,28.68504,77.16368,4,Standard
ST002399,Delhi,28.784436,77.236961,2,Standard
ST002400,Delhi,28.79529,77.190867,2,Standard
ST002401,Delhi,28.714147,77.112403,4,Standard
ST002402,Delhi,28.736133,77.08201,2,Standard
ST002403,Delhi,28.751251,77.004308,2,Standard
ST002404,Delhi,28.872778,77.192295,2,Standard
ST002405,Delhi,28.707383,77.274398,2,Standard
ST002406,Delhi,28.787495,77.251544,2,Standard
ST002407,Delhi,28.806103,77.110998,2,Standard
ST002408,Delhi,28.726882,76.916934,2,Standard
ST002409,Delhi,28.842064,77.013972,2,Standard
ST002410,Delhi,28.73451,77.076755,2,Standard
ST002411,Delhi,28.691782,77.158966,2,Standard
ST002412,Delhi,28.647763,77.157401,2,Standard
ST002413,Delhi,28.673369,77.093665,2,Standard
ST002414,Delhi,28.692007,77.071244,2,Standard
ST002415,Delhi,28.66686,77.196028,2,Standard
ST002416,Delhi,28.746645,76.960858,2,Standard
ST002417,Delhi,28.685088,77.077819,2,Standard
ST002418,Delhi,28.687369,77.097405,2,Standard
ST002419,Delhi,28.644758,77.160105,2,Standard
ST002420,Delhi,28.757192,77.116065,6,Hub
ST002421,Delhi,28.887469,77.050037,2,Standard
ST002422,Delhi,28.698932,77.109399,2,Standard
ST002423,Delhi,28.737903,77.173287,2,Standard
ST002424,Delhi,28.730833,77.0934,4,Standard
ST002425,Delhi,28.705944,77.080842,2,Standard
ST002426,Delhi,28.779895,77.093533,2,Standard
ST002427,Delhi,28.714918,77.034841,2,Standard
ST002428,Delhi,28.677404,77.074893,2,Standard
ST002429,Delhi,28.818136,77.251478,4,Standard
ST002430,Delhi,28.858358,77.014702,6,Hub
ST002431,Delhi,28.590105,76.987883,2,Standard
ST002432,Delhi,28.764857,77.130642,2,Standard
ST002433,Delhi,28.654563,77.219581,4,Standard
ST002434,Delhi,28.685755,77.125859,2,Standard
ST002435,Delhi,28.570237,77.009712,2,Standard
ST002436,Delhi,28.684576,77.12035,2,Standard
ST002437,Delhi,28.719714,77.147357,2,Standard
ST002438,Delhi,28.664452,77.224792,6,Hub
ST002439,Delhi,28.59196,77.020003,2,Standard
ST002440,Delhi,28.59707,77.227813,2,Standard
ST002441,Delhi,28.730788,77.192432,2,Standard
ST002442,Delhi,28.715436,77.068298,4,Standard
ST002443,Delhi,28.840375,77.215039,2,Standard
ST002444,Delhi,28.6287,77.216614,2,Standard
ST002445,Delhi,28.840363,77.124388,6,Hub
ST002446,Delhi,28.699602,77.1127,2,Standard
ST002447,Delhi,28.666955,77.071845,2,Standard
ST002448,Delhi,28.691891,77.11302,2,Standard
ST002449,Delhi,28.739983,77.150082,2,Standard
ST002450,Delhi,28.858055,77.199876,2,Standard
ST002451,Delhi,28.800802,77.106176,2,Standard
ST002452,Delhi,28.748089,77.145531,2,Standard
ST002453,Delhi,28.733011,77.088011,2,Standard
ST002454,Delhi,28.744314,77.093732,4,Standard
ST002455,Delhi,28.698309,76.993318,2,Standard
ST002456,Delhi,28.786971,77.028956,8,Hub
ST002457,Delhi,28.665926,77.094078,2,Standard
ST002458,Delhi,28.796185,77.260988,2,Standard
ST002459,Delhi,28.669139,77.168193,2,Standard
ST002460,Delhi,28.70828,77.034864,2,Standard
ST002461,Delhi,28.845041,77.058716,2,Standard
ST002462,Delhi,28.559914,77.00126,2,Standard
ST002463,Delhi,28.753035,77.118266,2,Standard
ST002464,Delhi,28.659795,77.112393,2,Standard
ST002465,Delhi,28.697062,76.918793,2,Standard
ST002466,Delhi,28.643373,77.134035,4,Standard
ST002467,Delhi,28.790487,77.081215,4,Standard
ST002468,Delhi,28.633936,77.107336,2,Standard
ST002469,Delhi,28.800004,77.041255,2,Standard
ST002470,Delhi,28.716508,76.940613,2,Standard
ST002471,Delhi,28.656775,77.175191,4,Standard
ST002472,Delhi,28.746237,77.043317,4,Standard
ST002473,Delhi,28.755395,76.921427,2,Standard
ST002474,Delhi,28.598045,76.998804,2,Standard
ST002475,Delhi,28.761447,76.943519,2,Standard
ST002476,Delhi,28.695997,77.108781,2,Standard
ST002477,Delhi,28.594158,77.180414,2,Standard
ST002478,Delhi,28.561537,77.148475,2,Standard
ST002479,Delhi,28.625049,77.201832,2,Standard
ST002480,Delhi,28.762393,77.240573,2,Standard
ST002481,Delhi,28.664958,77.090942,6,Hub
ST002482,Delhi,28.665127,77.24706,2,Standard
ST002483,Delhi,28.661152,77.107214,2,Standard
ST002484,Delhi,28.844112,77.073295,2,Standard
ST002485,Delhi,28.786442,77.079771,2,Standard
ST002486,Delhi,28.526702,77.130482,4,Standard
ST002487,Delhi,28.564393,77.080328,2,Standard
ST002488,Delhi,28.70288,77.191837,2,Standard
ST002489,Delhi,28.733512,77.131345,2,Standard
ST002490,Delhi,28.711953,77.102547,2,Standard
ST002491,Delhi,28.752078,77.095605,2,Standard
ST002492,Delhi,28.617144,76.958965,2,Standard
ST002493,Delhi,28.67501,77.092914,2,Standard
ST002494,Delhi,28.687645,76.983583,2,Standard
ST002495,Delhi,28.686006,76.949618,2,Standard
ST002496,Delhi,28.817446,77.084847,2,Standard
ST002497,Delhi,28.633482,77.211281,2,Standard
ST002498,Delhi,28.867239,77.177324,2,Standard
ST002499,Delhi,28.752072,77.147199,2,Standard
ST002500,Delhi,28.752057,76.993086,2,Standard
ST002501,Delhi,28.629783,77.161174,2,Standard
ST002502,Delhi,28.745625,77.04865,2,Standard
ST002503,Delhi,28.716138,77.089624,2,Standard
ST002504,Delhi,28.732507,76.935388,2,Standard
ST002505,Delhi,28.739855,77.180791,2,Standard
ST002506,Delhi,28.775656,77.224366,2,Standard
ST002507,Delhi,28.580156,77.074511,8,Hub
ST002508,Delhi,28.718072,77.142478,2,Standard
ST002509,Delhi,28.766336,77.119105,4,Standard
ST002510,Delhi,28.544461,77.039591,4,Standard
ST002511,Delhi,28.660684,77.027016,8,Hub
ST002512,Delhi,28.841754,77.060739,2,Standard
ST002513,Delhi,28.799622,77.057672,4,Standard
ST002514,Delhi,28.703509,77.113049,6,Hub
ST002515,Delhi,28.700468,77.078513,2,Standard
ST002516,Delhi,28.669431,77.203193,2,Standard
ST002517,Delhi,28.593688,77.0552,2,Standard
ST002518,Delhi,28.742244,77.168174,2,Standard
ST002519,Delhi,28.560388,76.972236,2,Standard
ST002520,Delhi,28.678251,76.919799,2,Standard
ST002521,Delhi,28.713172,76.984505,4,Standard
ST002522,Delhi,28.751605,77.227088,2,Standard
ST002523,Delhi,28.618035,77.01817,4,Standard
ST002524,Delhi,28.598586,77.109281,2,Standard
ST002525,Delhi,28.651543,77.192083,2,Standard
ST002526,Delhi,28.756208,77.254871,2,Standard
ST002527,Delhi,28.710773,77.118128,2,Standard
ST002528,Delhi,28.582861,77.153841,2,Standard
ST002529,Delhi,28.652934,77.123612,2,Standard
ST002530,Delhi,28.639284,77.077695,2,Standard
ST002531,Delhi,28.872455,77.026952,4,Standard
ST002532,Delhi,28.63853,77.101523,2,Standard
ST002533,Delhi,28.703507,77.095181,4,Standard
ST002534,Delhi,28.637679,77.113119,2,Standard
ST002535,Delhi,28.706208,77.101351,2,Standard
ST002536,Delhi,28.564049,77.05424,2,Standard
ST002537,Delhi,28.687095,77.104106,8,Hub
ST002538,Delhi,28.806155,77.084663,2,Standard
ST002539,Delhi,28.668444,77.071387,4,Standard
ST002540,Delhi,28.618731,77.111383,8,Hub
ST002541,Delhi,28.723024,77.112127,2,Standard
ST002542,Delhi,28.729154,77.0616,2,Standard
ST002543,Delhi,28.738331,77.197503,4,Standard
ST002544,Delhi,28.705556,77.090197,2,Standard
ST002545,Delhi,28.682981,77.091435,2,Standard
ST002546,Delhi,28.714373,77.104896,2,Standard
ST002547,Delhi,28.716004,77.082128,4,Standard
ST002548,Delhi,28.788179,77.127014,4,Standard
ST002549,Delhi,28.733324,77.058908,2,Standard
ST002550,Delhi,28.697062,77.106271,2,Standard
ST002551,Delhi,28.59444,77.138834,4,Standard
ST002552,Delhi,28.644105,77.07385,2,Standard
ST002553,Delhi,28.695565,77.122042,2,Standard
ST002554,Delhi,28.690773,77.117277,2,Standard
ST002555,Delhi,28.724215,76.910295,4,Standard
ST002556,Delhi,28.874065,77.07016,4,Standard
ST002557,Delhi,28.591109,77.019545,2,Standard
ST002558,Delhi,28.676421,77.22558,2,Standard
ST002559,Delhi,28.611415,77.129018,2,Standard
ST002560,Delhi,28.706854,77.046184,2,Standard
ST002561,Delhi,28.627428,77.270785,2,Standard
ST002562,Delhi,28.795229,77.136103,2,Standard
ST002563,Delhi,28.808304,77.038914,2,Standard
ST002564,Delhi,28.65626,77.088141,2,Standard
ST002565,Delhi,28.609848,77.244472,4,Standard
ST002566,Delhi,28.608196,77.065073,2,Standard
ST002567,Delhi,28.706698,77.104377,2,Standard
ST002568,Delhi,28.777543,77.085445,2,Standard
ST002569,Delhi,28.691394,77.09287,4,Standard
ST002570,Delhi,28.628004,76.932216,2,Standard
ST002571,Delhi,28.681674,77.090955,2,Standard
ST002572,Delhi,28.570595,77.027213,2,Standard
ST002573,Delhi,28.557686,77.200109,4,Standard
ST002574,Delhi,28.597187,76.957878,4,Standard
ST002575,Delhi,28.68536,77.084108,2,Standard
ST002576,Delhi,28.689316,77.140054,2,Standard
ST002577,Delhi,28.831901,77.020067,2,Standard
ST002578,Delhi,28.677245,77.048629,4,Standard
ST002579,Delhi,28.765017,77.240984,2,Standard
ST002580,Delhi,28.659536,77.1098,2,Standard
ST002581,Delhi,28.698104,77.097104,2,Standard
ST002582,Delhi,28.660943,77.185682,4,Standard
ST002583,Delhi,28.821887,77.260322,2,Standard
ST002584,Delhi,28.710727,77.127714,2,Standard
ST002585,Delhi,28.74837,77.249804,2,Standard
ST002586,Delhi,28.60318,77.153518,2,Standard
ST002587,Delhi,28.710926,77.103406,2,Standard
ST002588,Delhi,28.55014,77.157029,2,Standard
ST002589,Delhi,28.717125,77.091052,2,Standard
ST002590,Delhi,28.526734,77.0589,2,Standard
ST002591,Delhi,28.577619,77.209877,2,Standard
ST002592,Delhi,28.828963,77.241811,2,Standard
ST002593,Delhi,28.705784,76.914241,2,Standard
ST002594,Delhi,28.671763,77.037409,2,Standard
ST002595,Delhi,28.755108,77.081627,2,Standard
ST002596,Delhi,28.634906,77.224391,2,Standard
ST002597,Delhi,28.721961,76.917479,2,Standard
ST002598,Goa,15.344017,74.277207,2,Standard
ST002599,Goa,15.298383,74.111274,2,Standard
ST002600,Goa,15.256361,74.160803,4,Standard
ST002601,Goa,15.2333,74.309179,2,Standard
ST002602,Goa,15.209751,74.011824,2,Standard
ST002603,Goa,15.373928,74.112956,2,Standard
ST002604,Goa,15.327109,74.041663,2,Standard
ST002605,Goa,15.323956,74.097589,2,Standard
ST002606,Goa,15.340712,74.109876,4,Standard
ST002607,Goa,15.229608,74.258224,2,Standard
ST002608,Goa,15.20377,74.199305,2,Standard
ST002609,Goa,15.159739,74.174668,2,Standard
ST002610,Goa,15.300887,74.135583,2,Standard
ST002611,Goa,15.270026,74.214232,2,Standard
ST002612,Goa,15.334256,74.185752,2,Standard
ST002613,Goa,15.290015,74.130748,2,Standard
ST002614,Goa,15.146113,74.035591,2,Standard
ST002615,Goa,15.368513,74.221491,2,Standard
ST002616,Goa,15.25649,74.051882,2,Standard
ST002617,Goa,15.274455,74.045701,4,Standard
ST002618,Goa,15.29783,74.123957,4,Standard
ST002619,Goa,15.251941,74.000501,4,Standard
ST002620,Goa,15.370817,74.141598,4,Standard
ST002621,Goa,15.382718,74.112946,2,Standard
ST002622,Goa,15.117328,74.121776,2,Standard
ST002623,Goa,15.275522,74.01004,2,Standard
ST002624,Goa,15.350448,73.958867,4,Standard
ST002625,Goa,15.207743,74.149426,2,Standard
ST002626,Goa,15.153431,74.250898,2,Standard
ST002627,Goa,15.293876,74.108264,4,Standard
ST002628,Goa,15.361931,74.051096,4,Standard
ST002629,Goa,15.399143,74.170031,4,Standard
ST002630,Goa,15.146996,74.211299,2,Standard
ST002631,Goa,15.346417,74.282435,2,Standard
ST002632,Goa,15.289088,74.120127,2,Standard
ST002633,Goa,15.400223,74.105958,2,Standard
ST002634,Goa,15.275452,74.214802,2,Standard
ST002635,Goa,15.337535,74.076495,2,Standard
ST002636,Goa,15.308398,74.148158,2,Standard
ST002637,Goa,15.25309,74.273009,2,Standard
ST002638,Goa,15.254525,74.132068,2,Standard
ST002639,Goa,15.332747,74.181529,4,Standard
ST002640,Goa,15.363076,74.098714,2,Standard
ST002641,Goa,15.396076,74.116765,2,Standard
ST002642,Goa,15.376032,74.284865,2,Standard
ST002643,Goa,15.161746,74.158991,2,Standard
ST002644,Goa,15.309283,74.122975,2,Standard
ST002645,Goa,15.417606,74.206256,2,Standard
ST002646,Goa,15.291978,74.160126,4,Standard
ST002647,Goa,15.303536,74.12507,2,Standard
ST002648,Goa,15.30342,74.097431,4,Standard
ST002649,Goa,15.180604,74.148409,2,Standard
ST002650,Goa,15.294419,74.126359,2,Standard
ST002651,Goa,15.299739,74.121944,2,Standard
ST002652,Goa,15.312635,73.945837,4,Standard
ST002653,Goa,15.201587,74.167868,2,Standard
ST002654,Goa,15.222271,74.135218,2,Standard
ST002655,Goa,15.435195,74.007823,2,Standard
ST002656,Goa,15.236139,74.229561,2,Standard
ST002657,Goa,15.471775,74.038708,2,Standard
ST002658,Goa,15.208878,74.118905,2,Standard
ST002659,Goa,15.264912,74.312666,2,Standard
ST002660,Goa,15.371628,74.214646,2,Standard
ST002661,Goa,15.287967,74.178639,2,Standard
ST002662,Goa,15.134106,74.236314,2,Standard
ST002663,Goa,15.408176,74.163172,2,Standard
ST002664,Goa,15.326137,74.139324,4,Standard
ST002665,Goa,15.204481,74.161843,2,Standard
ST002666,Goa,15.295805,74.187195,2,Standard
ST002667,Goa,15.351113,74.155513,2,Standard
ST002668,Goa,15.484086,74.084591,2,Standard
ST002669,Goa,15.241258,74.222316,6,Hub
ST002670,Goa,15.300343,74.123335,2,Standard
ST002671,Goa,15.36988,73.947947,2,Standard
ST002672,Goa,15.326418,74.141528,2,Standard
ST002673,Goa,15.403555,74.097752,2,Standard
ST002674,Goa,15.350622,74.12859,2,Standard
ST002675,Goa,15.167516,74.166871,6,Hub
ST002676,Goa,15.278275,73.926029,4,Standard
ST002677,Goa,15.274164,74.228668,2,Standard
ST002678,Goa,15.219943,74.107137,2,Standard
ST002679,Goa,15.394379,74.294812,4,Standard
ST002680,Goa,15.35955,74.044606,2,Standard
ST002681,Goa,15.263081,74.09654,2,Standard
ST002682,Goa,15.165533,74.08624,2,Standard
ST002683,Goa,15.102142,74.105154,2,Standard
ST002684,Goa,15.242533,74.076226,2,Standard
ST002685,Goa,15.30403,74.090237,2,Standard
ST002686,Goa,15.247388,74.170048,6,Hub
ST002687,Goa,15.157078,74.188963,2,Standard
ST002688,Goa,15.141282,74.139766,4,Standard
ST002689,Goa,15.238636,74.092372,2,Standard
ST002690,Goa,15.316838,74.079686,2,Standard
ST002691,Goa,15.315471,74.223596,2,Standard
ST002692,Goa,15.299176,74.125813,2,Standard
ST002693,Goa,15.238336,74.041951,2,Standard
ST002694,Goa,15.117127,74.188917,4,Standard
ST002695,Goa,15.143607,74.049299,2,Standard
ST002696,Goa,15.372168,74.211465,2,Standard
ST002697,Goa,15.378047,74.03798,2,Standard
ST002698,Goa,15.284446,74.051089,4,Standard
ST002699,Goa,15.375859,74.174255,2,Standard
ST002700,Goa,15.162626,74.230733,2,Standard
ST002701,Goa,15.306593,74.317209,4,Standard
ST002702,Goa,15.347123,74.111123,2,Standard
ST002703,Goa,15.195803,74.270182,2,Standard
ST002704,Goa,15.386045,74.105537,2,Standard
ST002705,Goa,15.253904,74.218922,2,Standard
ST002706,Goa,15.278455,74.073433,4,Standard
ST002707,Goa,15.298423,74.113706,2,Standard
ST002708,Goa,15.372881,74.147548,2,Standard
ST002709,Goa,15.26109,74.174249,4,Standard
ST002710,Goa,15.235255,74.127618,2,Standard
ST002711,Gujarat,22.280666,71.250265,4,Standard
ST002712,Gujarat,22.339903,71.179489,2,Standard
ST002713,Gujarat,22.150279,71.231655,2,Standard
ST002714,Gujarat,22.306756,71.187351,2,Standard
ST002715,Gujarat,22.198775,71.062345,4,Standard
ST002716,Gujarat,22.244862,71.181339,2,Standard
ST002717,Gujarat,22.253015,71.180911,4,Standard
ST002718,Gujarat,22.136961,71.108383,2,Standard
ST002719,Gujarat,22.299566,71.355688,2,Standard
